,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
nu[12],1.508,0.045,1.425,1.594,0.0,0.0,18149.0,14490.0,1.0
nu[29],0.565,0.011,0.544,0.584,0.0,0.0,28352.0,14346.0,1.0
nu[11],4.951,0.203,4.57,5.33,0.001,0.002,27596.0,14188.0,1.0
nu[1],0.666,0.013,0.641,0.691,0.0,0.0,21415.0,14690.0,1.0
nu[2],0.853,0.017,0.821,0.887,0.0,0.0,27727.0,15303.0,1.0
nu[5],0.881,0.021,0.841,0.92,0.0,0.0,19073.0,15358.0,1.0
nu[18],1.062,0.03,1.005,1.116,0.0,0.0,16172.0,14994.0,1.0
nu[24],0.859,0.022,0.817,0.9,0.0,0.0,17332.0,14518.0,1.0
nu[30],0.844,0.02,0.809,0.882,0.0,0.0,20850.0,14702.0,1.0
nu[0],2.74,0.134,2.478,2.984,0.001,0.001,12147.0,13981.0,1.0
nu[8],0.548,0.011,0.526,0.569,0.0,0.0,23441.0,15126.0,1.0
nu[14],2.445,0.09,2.281,2.615,0.001,0.001,19525.0,15303.0,1.0
nu[20],1.687,0.056,1.582,1.792,0.0,0.0,16300.0,14707.0,1.0
nu[27],0.708,0.016,0.678,0.74,0.0,0.0,18174.0,14959.0,1.0
nu[7],1.117,0.03,1.061,1.172,0.0,0.0,17190.0,15547.0,1.0
nu[9],1.204,0.03,1.149,1.26,0.0,0.0,21934.0,14786.0,1.0
nu[13],1.54,0.054,1.44,1.641,0.0,0.0,15230.0,13993.0,1.0
nu[23],0.705,0.014,0.679,0.733,0.0,0.0,26314.0,15800.0,1.0
nu[6],1.079,0.028,1.027,1.134,0.0,0.0,17486.0,15435.0,1.0
nu[17],1.767,0.063,1.649,1.887,0.001,0.0,14654.0,14022.0,1.0
nu[25],0.555,0.011,0.534,0.575,0.0,0.0,24437.0,14623.0,1.0
nu[15],2.943,0.133,2.698,3.194,0.001,0.001,17786.0,14230.0,1.0
nu[10],2.423,0.09,2.254,2.592,0.001,0.001,18122.0,15118.0,1.0
nu[16],0.48,0.009,0.464,0.497,0.0,0.0,25485.0,14728.0,1.0
nu[19],1.46,0.044,1.378,1.545,0.0,0.0,16404.0,14303.0,1.0
nu[26],1.193,0.031,1.133,1.249,0.0,0.0,19781.0,15600.0,1.0
nu[31],1.034,0.028,0.981,1.087,0.0,0.0,17192.0,14968.0,1.0
nu[4],1.129,0.028,1.076,1.183,0.0,0.0,20930.0,15410.0,1.0
nu[21],3.547,0.202,3.171,3.924,0.002,0.001,13245.0,14626.0,1.0
nu[22],0.917,0.021,0.878,0.956,0.0,0.0,23164.0,15734.0,1.0
nu[28],0.635,0.013,0.611,0.658,0.0,0.0,25809.0,15546.0,1.0
